ALCHY,JUNKY,SUPER,MARRIED,FELON,WORKREL,PROPTY,PERSON,PRIORS,SCHOOL,RULE,TSERVD,FOLLOW,TIME,FILE,sensitive,label,sens_1,sens_2
0,0,1,1,1,0,0,1,0,14,1,74,74,0,3,1,0,0,2
0,0,1,0,0,0,0,0,0,11,0,9,77,23,3,1,1,3,0
1,0,0,1,0,1,0,0,0,16,1,7,70,0,1,1,0,2,3
0,0,0,0,0,0,0,0,5,6,1,6,71,0,3,1,0,2,3
0,0,1,0,0,1,1,0,0,14,0,4,71,0,3,1,0,2,3
0,0,1,0,0,1,0,0,0,10,0,12,71,0,3,1,0,1,1
0,1,0,0,0,1,0,0,3,8,0,19,73,45,2,1,1,0,3
0,1,1,1,0,1,0,0,0,12,2,36,71,0,2,1,0,3,1
0,0,1,0,0,0,0,0,0,9,0,2,81,0,3,0,0,1,0
1,0,1,1,0,0,0,0,0,9,0,6,70,0,1,1,0,0,2
0,0,0,0,0,0,0,0,0,9,0,7,80,0,2,1,0,1,0
0,0,0,0,0,0,0,0,6,8,1,29,70,0,2,1,0,0,2
0,0,0,1,1,1,1,0,0,10,8,81,77,64,3,1,1,1,1
0,0,1,0,0,0,0,0,0,11,0,1,79,0,3,1,0,2,2
0,0,1,0,0,0,0,0,1,9,0,8,70,28,1,1,1,1,1
0,0,1,0,1,1,1,0,2,10,1,45,71,11,2,1,1,1,1
0,0,1,0,1,1,1,0,3,12,0,18,75,39,2,1,1,0,2
0,0,0,1,1,1,1,0,0,11,4,53,76,11,3,1,1,1,1
0,0,1,1,1,1,0,0,0,11,2,39,71,0,3,1,0,3,1
0,0,1,1,1,1,1,0,0,12,2,19,72,0,1,1,0,3,1
1,1,1,1,1,0,0,0,1,9,0,10,72,0,2,1,0,3,1
0,0,1,1,0,1,0,0,0,7,0,4,71,25,3,1,1,2,3
0,0,1,1,0,0,0,0,2,12,0,2,79,14,3,1,1,0,2
0,0,1,1,1,1,1,0,9,6,2,91,81,0,3,1,0,2,3
0,0,1,0,0,0,0,0,0,0,0,2,75,0,3,1,0,3,0
1,1,1,1,0,1,0,0,0,9,0,10,77,26,2,1,1,1,1
0,0,1,0,0,1,0,0,0,12,0,19,75,0,1,1,0,1,1
0,0,1,0,0,1,0,0,0,9,1,17,81,0,3,1,0,1,0
0,0,1,0,0,0,0,0,0,10,0,4,75,0,3,1,0,3,0
0,0,0,0,1,1,0,0,1,14,0,30,76,7,2,1,1,0,2
1,0,1,0,1,1,1,0,0,10,0,12,79,0,2,1,0,3,1
0,1,1,0,1,0,1,0,0,10,0,29,76,35,1,1,1,3,1
1,1,1,0,0,0,0,0,-9,9,5,29,74,0,3,1,0,3,1
0,0,0,0,0,0,0,0,0,10,4,6,76,46,3,1,1,3,1
0,0,1,0,0,0,0,0,3,11,2,5,72,0,3,1,0,3,0
0,0,1,0,0,0,0,0,0,11,1,7,79,0,2,1,0,3,1
0,0,1,1,1,1,0,0,4,7,0,59,75,0,3,1,0,2,3
0,1,1,0,0,0,0,0,0,10,0,17,75,0,2,1,0,0,2
0,0,1,0,0,0,0,0,0,12,0,2,71,0,3,1,0,2,3
0,0,1,0,0,0,0,0,0,8,1,12,77,0,1,0,0,1,1
0,1,1,0,0,1,0,0,0,9,0,11,77,11,2,1,1,1,1
1,0,0,0,0,0,0,0,0,9,1,9,72,0,2,1,0,1,0
0,0,1,0,0,1,0,0,2,8,0,14,76,0,3,1,0,0,2
0,0,0,0,0,1,0,0,0,9,1,5,72,0,1,1,0,3,1
0,0,0,1,0,0,0,0,3,6,7,102,81,0,3,1,0,0,2
1,1,0,1,0,0,0,0,0,10,1,5,70,0,2,1,0,3,1
0,0,1,0,1,0,1,0,0,12,3,24,81,0,2,0,0,3,1
1,1,0,0,1,0,0,1,8,7,1,32,76,0,1,1,0,0,2
0,0,0,1,0,0,1,0,1,9,3,39,79,21,3,1,1,1,1
0,0,1,0,0,1,0,0,5,8,0,3,76,26,3,1,1,2,3
0,0,0,0,0,0,0,0,0,8,0,4,81,46,3,1,1,3,1
0,0,1,0,1,1,0,1,0,10,0,12,73,0,3,1,0,3,1
0,0,1,0,0,0,0,0,0,10,1,8,72,0,2,1,0,3,1
0,0,1,0,0,1,1,0,1,10,3,22,72,0,2,1,0,3,1
0,0,1,0,0,0,0,0,12,3,0,4,77,8,1,1,1,2,3
0,0,0,1,0,0,0,0,10,12,0,5,73,0,3,1,0,2,3
1,0,1,1,0,1,0,0,0,8,0,5,79,5,2,1,1,3,1
0,0,0,1,0,0,0,0,2,11,3,7,81,14,3,1,1,1,1
0,0,1,0,0,0,0,0,0,11,0,9,72,0,2,1,0,1,0
1,0,1,1,0,1,0,0,1,12,0,6,75,0,1,1,0,2,3
0,0,1,0,0,0,0,0,1,8,0,14,71,25,2,1,1,3,1
1,0,0,0,0,1,1,0,0,5,0,9,73,0,2,1,0,2,2
0,0,0,0,0,1,0,0,1,11,0,5,79,14,1,1,1,3,1
0,0,0,0,0,0,0,0,3,1,3,12,80,0,3,1,0,0,0
0,0,1,0,0,0,0,0,1,11,0,7,70,11,3,1,1,3,0
0,0,1,0,0,0,0,0,1,9,0,20,73,0,3,1,0,0,3
0,0,1,1,0,1,1,0,3,12,1,59,71,31,2,1,1,1,1
0,0,1,0,0,0,0,0,0,12,0,9,73,0,2,1,0,1,1
0,0,1,0,0,1,0,0,0,12,1,5,80,17,3,1,1,2,2
0,0,1,0,0,1,0,0,3,6,0,7,81,0,1,1,0,0,3
0,0,1,0,0,0,0,0,7,8,4,15,71,1,2,1,1,3,1
0,1,0,1,0,1,0,0,5,9,0,8,78,5,2,1,1,3,1
0,0,1,1,1,1,1,0,8,11,3,20,79,46,1,1,1,0,2
0,0,0,0,1,0,0,0,0,10,0,17,80,11,2,1,1,1,1
0,0,1,0,1,0,1,0,2,12,1,34,76,29,2,1,1,0,2
0,0,0,1,0,1,0,0,2,7,0,7,78,0,3,1,0,2,3
0,0,1,1,0,1,0,0,1,11,0,7,80,0,1,1,0,3,1
0,0,0,0,1,0,1,0,0,9,1,28,78,22,2,1,1,1,1
0,0,1,0,0,0,0,0,0,9,0,8,76,0,3,1,0,3,1
0,0,1,1,0,0,0,0,0,10,0,3,80,0,2,1,0,3,1
0,0,0,0,1,0,1,0,9,12,3,118,76,0,1,1,0,2,3
0,1,1,1,0,1,0,0,0,9,0,9,76,0,2,1,0,3,1
0,0,1,1,1,1,1,0,0,11,0,16,71,12,2,1,1,3,1
0,0,0,0,0,0,0,0,0,9,7,18,75,0,1,1,0,3,1
0,0,1,1,1,1,0,0,0,19,0,9,75,0,2,1,0,2,2
0,0,1,0,0,0,0,0,0,10,2,20,70,37,3,1,1,3,0
0,0,1,0,0,0,0,0,0,10,0,1,81,14,3,1,1,3,0
0,0,1,1,0,0,0,0,0,10,1,2,74,0,3,1,0,3,1
0,0,1,0,0,1,0,0,1,10,0,7,73,0,3,1,0,3,1
0,0,0,0,0,0,0,0,1,11,0,6,70,10,3,1,1,1,1
0,0,1,0,1,0,1,0,0,10,1,9,73,0,2,1,0,3,0
1,0,1,0,0,0,0,0,0,9,0,16,73,30,1,1,1,3,0
0,0,1,0,1,0,1,0,0,6,0,21,75,66,2,1,1,1,1
0,0,1,0,1,0,1,0,0,12,1,22,74,0,2,1,0,1,1
0,0,0,0,0,0,0,0,0,8,4,15,70,25,1,1,1,1,0
0,0,0,0,0,0,0,0,1,2,0,4,74,27,3,1,1,2,3
0,0,0,0,0,0,0,0,1,9,5,29,81,25,2,1,1,1,1
0,0,0,0,1,0,1,0,-9,12,9,34,81,11,3,1,1,1,1
1,0,1,1,0,0,0,0,1,8,0,4,74,25,2,1,1,0,2
0,0,1,0,0,1,0,0,0,16,0,12,74,0,3,1,0,3,1
0,0,1,0,0,1,0,0,0,16,0,12,74,0,3,1,0,2,2
0,1,0,0,0,0,0,0,0,10,0,15,70,0,1,1,0,1,1
0,0,1,0,1,0,1,0,0,9,2,18,77,0,3,1,0,3,0
0,0,1,0,0,0,1,0,0,10,0,7,76,0,3,0,0,2,2
0,0,1,1,1,1,0,1,5,8,7,138,70,20,3,1,1,2,2
0,1,0,0,0,0,0,0,0,10,1,4,80,0,2,1,0,3,0
0,1,0,1,0,0,1,0,0,10,0,3,81,65,2,1,1,3,1
0,0,1,0,0,1,0,0,1,3,0,4,79,0,3,1,0,0,3
0,0,1,0,0,0,0,0,1,8,0,8,71,3,3,1,1,2,2
0,0,0,0,1,0,1,0,3,9,8,41,80,0,1,1,0,3,1
0,1,0,1,0,0,0,0,0,9,6,5,73,0,2,1,0,3,1
0,0,1,0,0,0,0,0,2,6,0,1,70,0,3,1,0,3,1
0,0,1,0,1,1,1,0,0,12,0,17,81,0,3,1,0,1,1
0,1,0,1,1,0,1,0,-9,7,2,39,73,12,3,1,1,1,1
0,0,0,0,0,0,0,0,2,9,2,6,70,2,3,1,1,2,2
0,0,0,1,0,0,0,0,-9,11,0,2,70,0,3,1,0,2,3
1,0,1,0,0,1,0,0,0,11,0,5,70,0,2,1,0,0,3
0,0,0,0,0,1,0,0,2,9,2,12,79,0,1,1,0,2,2
0,0,1,1,1,1,1,0,1,12,2,28,71,0,2,1,0,3,1
0,1,0,0,0,1,0,0,-9,10,1,30,76,6,3,1,1,2,3
0,1,1,0,1,1,1,0,4,11,1,20,78,42,2,1,1,1,1
1,1,1,0,0,0,0,0,-9,9,9,19,74,4,3,1,1,0,0
0,0,0,1,0,0,0,0,0,8,0,4,76,0,3,1,0,3,1
0,0,0,0,0,0,0,0,2,10,3,4,70,2,3,1,1,1,0
0,0,0,0,1,0,1,0,1,10,8,26,71,15,1,1,1,3,1
0,1,1,0,0,1,1,0,0,16,0,7,79,0,2,1,0,3,1
0,0,0,0,0,1,0,0,0,12,1,9,71,0,2,1,0,2,3
0,0,1,0,0,0,0,0,0,7,0,3,73,0,3,1,0,2,3
0,0,1,0,0,1,0,0,1,10,4,33,80,8,1,1,1,1,0
0,0,1,0,1,1,1,0,2,12,0,20,76,0,2,1,0,1,1
0,0,1,0,0,1,0,0,0,8,0,7,80,27,2,1,1,1,1
0,0,0,0,0,0,0,0,0,8,0,9,76,0,3,1,0,3,0
0,0,0,1,0,1,0,0,1,8,0,3,72,35,3,1,1,0,2
0,1,0,0,0,0,0,0,1,0,1,4,78,0,3,1,0,3,1
0,0,0,0,0,1,0,0,1,8,1,7,76,0,3,1,0,0,3
0,0,1,1,0,0,0,0,0,10,0,2,80,38,3,1,1,3,1
1,0,0,0,0,1,0,0,9,5,0,5,73,0,1,1,0,2,2
0,1,1,0,0,1,0,0,0,10,0,10,70,0,2,1,0,3,1
0,0,1,0,0,0,0,0,0,8,0,0,75,0,3,1,0,0,3
0,0,1,0,1,1,1,0,2,12,2,63,70,17,2,1,1,1,1
1,0,1,0,0,1,0,0,8,11,0,6,72,0,1,1,0,2,3
1,0,1,0,0,1,0,0,0,10,0,6,73,0,2,1,0,2,2
0,0,1,0,0,0,0,0,0,9,0,1,81,39,2,1,1,3,0
0,0,0,1,1,1,1,0,8,11,3,51,74,21,3,1,1,0,2
0,0,1,0,0,1,0,0,0,11,0,2,73,0,3,1,0,1,1
0,0,1,0,0,0,0,0,3,10,2,7,70,0,1,1,0,3,1
0,0,1,1,1,0,1,0,0,10,0,10,72,0,2,1,0,1,1
0,0,1,0,0,0,0,0,0,11,0,9,73,0,2,1,0,3,1
0,0,1,0,0,0,0,0,-9,11,0,3,70,48,3,1,1,1,1
0,1,1,0,1,0,0,0,2,10,6,25,74,0,1,1,0,3,1
1,0,1,0,0,0,0,0,0,8,0,7,76,0,2,1,0,1,0
0,0,1,1,0,1,0,0,0,11,1,19,74,0,2,1,0,3,1
0,0,0,0,0,0,0,0,1,12,0,7,76,0,3,1,0,3,1
0,0,1,0,0,0,0,0,2,8,1,13,73,0,3,1,0,1,1
0,0,1,0,1,1,0,1,2,11,0,14,71,0,1,0,0,0,3
0,0,1,1,0,0,0,0,0,8,1,30,81,0,2,0,0,3,1
1,0,1,1,0,1,0,0,4,5,0,3,71,0,2,1,0,0,3
0,0,0,1,0,1,0,0,0,12,1,6,81,25,3,1,1,1,1
1,0,1,1,0,0,0,0,0,11,0,3,77,0,1,1,0,3,1
1,1,1,0,1,0,1,0,2,12,2,30,77,0,2,1,0,3,1
0,0,0,0,1,0,1,0,0,10,11,46,76,42,3,1,1,1,0
0,0,1,0,0,1,0,0,0,9,0,6,77,0,2,0,0,1,0
0,0,0,1,0,1,0,0,19,7,0,7,79,53,3,1,1,0,3
0,1,1,1,0,1,0,0,1,9,0,5,81,0,1,1,0,0,3
0,0,1,0,0,0,0,0,0,11,0,66,78,8,3,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,2,81,0,3,1,0,2,3
0,0,1,0,1,1,1,0,-9,12,1,35,80,0,3,1,0,0,2
0,0,1,0,0,0,0,0,0,11,0,5,73,0,3,1,0,1,1
0,0,1,0,0,1,0,0,2,12,0,21,77,44,2,1,1,0,2
0,0,0,1,0,1,0,0,0,7,0,22,80,6,2,1,1,1,1
0,0,1,1,0,1,0,0,3,8,0,41,71,41,1,1,1,0,2
1,0,1,1,1,1,0,0,3,3,1,64,73,0,2,1,0,0,3
0,0,1,1,1,0,0,0,1,9,0,11,74,0,2,1,0,0,2
0,0,1,0,0,1,0,0,2,9,0,5,80,0,3,1,0,3,1
0,0,0,0,0,0,0,0,0,7,2,6,80,49,3,1,1,3,0
0,1,1,0,0,1,0,0,0,11,2,14,70,0,1,1,0,1,0
0,0,0,0,0,0,0,0,0,9,0,7,81,0,3,1,0,3,0
0,0,1,0,1,0,1,0,0,8,0,10,80,0,3,1,0,3,0
0,0,1,1,1,0,1,0,2,9,9,63,80,44,3,1,1,3,1
0,0,1,0,0,1,0,0,0,9,0,2,73,44,3,1,1,3,1
0,0,0,0,0,1,1,0,2,1,1,21,72,0,2,1,0,2,3
0,0,0,1,0,1,0,0,0,12,0,4,74,26,3,1,1,1,1
0,0,0,1,0,0,0,0,2,8,0,2,76,0,3,1,0,1,1
0,0,1,0,0,0,0,0,0,8,0,6,79,55,2,1,1,1,0
0,0,0,0,0,0,0,0,0,9,0,3,76,8,1,1,1,1,0
1,0,0,0,0,0,0,0,0,8,0,5,77,0,2,1,0,3,1
0,0,1,0,0,0,0,0,0,12,0,27,76,18,2,1,1,1,1
0,0,0,0,0,0,0,0,0,9,0,3,81,71,1,1,1,1,0
0,0,0,0,0,0,0,0,0,7,0,4,80,9,2,1,1,1,1
0,1,1,0,1,1,0,1,4,11,4,90,70,5,2,1,1,1,1
0,0,0,1,1,1,1,0,0,11,2,153,80,0,3,1,0,2,3
0,0,1,0,0,0,0,0,0,12,0,2,78,0,3,1,0,3,1
0,1,0,0,0,1,0,0,5,8,0,12,78,39,1,1,1,3,1
0,0,0,0,0,0,0,0,0,9,3,7,76,0,3,1,0,3,0
0,0,1,0,0,1,0,0,1,9,0,6,79,33,3,1,1,3,1
